Taxon name,Author
Acalypha amplexicaulis,A.C.Sm.
Acalypha angatensis,Blanco
Acalypha apodanthes,Standl. & L.O.Williams
Acalypha balansae,Guillaumin
Acalypha baronii,Baker
Acalypha benensis,Britton
Acalypha boiviniana,Baill.
Acalypha buchtienii,Pax
Acalypha cardiophylla,Merr.
Acalypha caturus,Blume
Acalypha chirindica,S.Moore
Acalypha chocoana,Cardiel
Acalypha controversa,(Kuntze) K.Schum.
Acalypha cuneata,Poepp.
Acalypha diversifolia,Jacq.
Acalypha ferdinandi,K.Hoffm.
Acalypha filiformis,Poir.
Acalypha floresensis,Sagun & G.A.Levin
Acalypha forsteriana,Müll.Arg.
Acalypha fragilis,Pax & K.Hoffm.
Acalypha fruticosa,Forssk.
Acalypha glabrata,Thunb.
Acalypha grandibracteata,Merr.
Acalypha grandis,Benth.
Acalypha grisebachiana,(Kuntze) Pax & K.Hoffm.
Acalypha hellwigii,Warb.
Acalypha hibiscifolia,Britton
Acalypha inaequilatera,Cardiel
Acalypha insulana,Müll.Arg.
Acalypha juruana,Ule
Acalypha lepinei,Müll.Arg.
Acalypha longispica,Warb.
Acalypha lyonsii,P.I.Forst.
Acalypha macrostachya,Jacq.
Acalypha madreporica,Baill.
Acalypha mapirensis,Pax
Acalypha martiana,Müll.Arg.
Acalypha muelleriana,Urb.
Acalypha multiflora,(Standl.) Radcl.-Sm.
Acalypha neptunica,Müll.Arg.
Acalypha novoguineensis,Warb.
Acalypha ornata,Hochst. ex A.Rich.
Acalypha padifolia,Kunth
Acalypha pancheriana,Baill.
Acalypha peruviana,Müll.Arg.
Acalypha platyphylla,Müll.Arg.
Acalypha pubiflora,(Klotzsch) Baill.
Acalypha pulogensis,Sagun & G.A.Levin
Acalypha raivavensis,F.Br.
Acalypha rapensis,F.Br.
Acalypha repanda,Müll.Arg.
Acalypha rivularis,Seem.
Acalypha salviifolia,Baill.
Acalypha schiedeana,Schltdl.
Acalypha skutchii,I.M.Johnst.
Acalypha sonderiana,Müll.Arg.
Acalypha stachyura,Pax
Acalypha stellata,Cardiel        
Acalypha stenoloba,Müll.Arg.
Acalypha stricta,Poepp.
Acalypha subintegra,Airy Shaw
Acalypha suirenbiensis,Yamam.
Acalypha tenuifolia,Müll.Arg.
Acalypha villosa,Jacq.
Acalypha wilderi,Merr.
Acalypha wilkesiana,Müll.Arg.
Acanthella sprucei,Benth. & Hook. f.
Acanthocereus tetragonus,(L.) Hummelinck
Acanthocladus albicans,A.W.Benn.
Acanthocladus colombianus,Aymard & J.F.B.Pastore
Acanthocladus guayaquilensis,B.Eriksen & B.Ståhl
Acanthocladus pulcherrimus,(Kuhlm.) J.F.B. Pastore & D. Cardoso
Acanthocladus santosii,(Wurdack) J.F.B. Pastore & D. Cardoso
Acanthocladus scleroxylon,(Ducke) B.Eriksen & B.Ståhl
Acanthophoenix crinita,(Bory) H.Wendl.
Acanthophoenix rousselii,N.Ludw.
Acanthophoenix rubra,(Bory) H.Wendl.
Acanthosyris annonagustata,C.U.Ulloa & M.Jørg.
Acanthosyris asipapote,M.Nee
Acanthosyris falcata,Griseb.
Acanthosyris glabrata,(Stapf) Stauffer ex Govaerts
Acanthosyris paulo-alvinii,G.M.Barroso
Acanthosyris spinescens,Griseb.
Acca lanuginosa,(Ruiz & Pav. ex G.Don) McVaugh
Acca macrostema,(Ruiz & Pav. ex G.Don) McVaugh
Acca sellowiana,(O.Berg) Burret
Acer acuminatum,Wall. ex D.Don
Acer amamiense,T.Yamaz.
Acer amplum,Rehder
Acer argutum,Maxim. ex Miq.
Acer barbinerve,Maxim. ex Miq.
Acer brachystephyanum,T.Z.Hsu
Acer brevipes,Gagnep.
Acer buergerianum,Miq.
Acer caesium,Wall. ex Brandis
Acer calcaratum,Gagnep.
Acer caloneurum,C.Y.Wu & T.Z.Hsu
Acer campbellii,Hook.f. & Thomson ex Hiern
Acer campestre,L.
Acer capillipes,Maxim. ex Miq.
Acer cappadocicum,Gled.
Acer carpinifolium,Siebold & Zucc.
Acer caudatifolium,Hayata
Acer caudatum,Wall.
Acer ceriferum,Rehder
Acer chapaense,Gagnep.
Acer chiangdaoense,Santisuk
Acer cinerascentiforme,Pojark.
Acer circinatum,Pursh
Acer cissifolium,(Siebold & Zucc.) K.Koch
Acer confertifolium,Merr. & F.P.Metcalf
Acer cordatum,Pax
Acer coriaceifolium,H.Lév.
Acer crassum,Hu & W.C.Cheng
Acer crataegifolium,Siebold & Zucc.
Acer davidii,Franch.
Acer diabolicum,Blume ex K.Koch
Acer discolor,Maxim.
Acer distylum,Siebold & Zucc.
Acer drummondi,Hook. & Arn. ex Nutt.
Acer duplicatoserratum,Hayata
Acer elegantulum,W.P.Fang & P.L.Chiu
Acer emeiense,T.Z.Hsu
Acer erianthum,Schwer.
Acer erythranthum,Gagnep.
Acer eucalyptoides,W.P.Fang & Y.T.Wu
Acer fabri,Hance
Acer fengii,A.E.Murray
Acer fenzelianum,Hand.-Mazz.
Acer floridanum,(Chapm.) Pax
Acer garrettii,Craib
Acer glabrum,Torr.
Acer gracilifolium,W.P.Fang. & C.C.Fu
Acer granatense,Boiss.
Acer grandidentatum,Nutt.
Acer griseum,(Franch.) Pax
Acer guizhouense,Y.K.Li
Acer hainanense,F.Chun & W.P.Fang
Acer heldreichii,Orph. ex Boiss.
Acer henryi,Pax
Acer hyrcanum,Fisch. & C.A.Mey.
Acer japonicum,Thunb.
Acer kweilinense,W. P. Fang & M. Y. Fang
Acer laevigatum,Wall.
Acer laurinum,Hassk.
Acer leipoense,W.P.Fang & Soong
Acer leucoderme,Small
Acer lichuanense,C.D.Chu & G.G.Tang
Acer linganense,W.P.Fang & P.L.Chiu
Acer lobelii,Ten.
Acer longipes,Franch. ex Rehder
Acer lucidum,F.P.Metcalf
Acer macrophyllum,Pursh
Acer mairei,H.Lév.
Acer mandshuricum,Maxim.
Acer mapienense,W.P.Fang
Acer maximowiczianum,Miq.
Acer mazandaranicum,"Amini, H.Zare & Assadi"
Acer medogense,T.Z.Hsu & Z.K.Zhou
Acer miaoshanicum,W.P.Fang
Acer micranthum,Siebold & Zucc.
Acer mirabile,Hand.-Mazz.
Acer miyabei,Maxim.
Acer monspessulanum,L.
Acer morifolium,Koidz.
Acer nayongense,W.P.Fang
Acer negundo,L.
Acer nipponicum,H.Hara
Acer oblongum,Wall. ex DC.
Acer obtusifolium,Sm.
Acer okamotoi,Nakai
Acer oligocarpum,W.P.Fang & L.C.Hu
Acer olivaceum,W.P.Fang & P.L.Chiu
Acer oliverianum,Pax
Acer opalus,Mill.
Acer palmatum,Thunb.
Acer pauciflorum,W.P.Fang
Acer paxii,Franch.
Acer pectinatum,Wall. ex G.Nicholson
Acer pehpeiense,W.P.Fang & H.Y.Su
Acer pensylvanicum,L.
Acer pentaphyllum,Diels
Acer pentapomicum,J.L.Stewart
Acer pictum,Thunb.
Acer pilosum,Maxim.
Acer pinnatinervium,Merr.
Acer platanoides,L.
Acer pluridens,T.Z.Hsu & H.Sun
Acer poliophyllum,W.P.Fang & Y.T.Wu
Acer pseudoplatanus,L.
Acer pseudosieboldianum,(Pax) Kom.
Acer pseudowilsonii,Y.S.Chen
Acer pubipalmatum,W.P.Fang
Acer pycnanthum,K.Koch
Acer robustum,Pax
Acer rubescens,Hayata
Acer rubrum,L.
Acer rufinerve,Siebold & Zucc.
Acer saccharinum,L.
Acer saccharum,Marshall
Acer schneiderianum,Pax & K.Hoffm.
Acer sempervirens,L.
Acer shangszeense,W.P.Fang & Soong
Acer shenkanense,W.P.Fang ex C.C.Fu
Acer shensiense,W.P.Fang & L.C.Hu
Acer shenzhenensis,R.H.Miao & X.M.Wang
Acer shihweii,F.Chun & W.P.Fang
Acer shirasawanum,Koidz.
Acer sichourense,(W.P.Fang & M.Y.Fang) W.P.Fang
Acer sieboldianum,Miq.
Acer sikkimense,Miq.
Acer sinense,Pax
Acer sino-oblongum,F.P.Metcalf
Acer sinopurpurascens,W.C.Cheng
Acer sosnowskyi,Doluch.
Acer spicatum,Lam.
Acer stachyophyllum,Hiern
Acer sterculiaceum,Wall.
Acer sutchuenense,Franch.
Acer sycopseoides,Chun
Acer tataricum,L.
Acer tegmentosum,Maxim.
Acer tenellum,Pax
Acer tibetense,W.P.Fang
Acer tonkinense,Lecomte
Acer trialatum,"L.L.Deng, K.Y.Wei & G.S.Fan"
Acer triflorum,Kom.
Acer truncatum,Bunge
Acer tschonoskii,Maxim.
Acer tutcheri,Duthie
Acer undulatum,Pojark.
Acer velutinum,Boiss.
Acer wangchii,W.P.Fang
Acer wardii,W.W.Sm.
Acer wilsonii,Rehder
Acer wuyuanense,W.P.Fang & Y.T.Wu
Acer yangbiense,Y.S.Chen & Q.E.Yang
Acer yaoshanicum,W.P.Fang
Acer yinkunii,W.P.Fang
Acer yui,W.P.Fang
Aceratium archboldianum,A.C.Sm.
Aceratium brassii,A.C.Sm.
Aceratium concinnum,(S.Moore) C.T.White
Aceratium doggrellii,C.T.White
Aceratium ferrugineum,C.T.White
Aceratium hypoleucum,Kaneh. & Hatus.
Aceratium ledermannii,Schltr.
Aceratium megalospermum,(F.Muell.) Balgooy
Aceratium muellerianum,Schltr.
Aceratium oppositifolium,DC.
Aceratium pachypetalum,Schltr.
Aceratium parvifolium,Schltr.
Aceratium pittosporoides,Schltr.
Aceratium sericeum,A.C.Sm.
Aceratium sericoleopsis,Balgooy
Aceratium sinuatum,Coode
Aceratium sphaerocarpum,Kaneh. & Hatus.
Aceratium tomentosum,Coode
Achatocarpus balansae,Schinz & Autran
Achatocarpus brevipedicellatus,H.Walter
Achatocarpus gracilis,H.Walter
Achatocarpus hasslerianus,Heimerl
Achatocarpus microcarpus,Schinz & Autran
Achatocarpus nigricans,Triana
Achatocarpus oaxacanus,Standl.
Achatocarpus praecox,Griseb.
Achatocarpus pubescens,C.H.Wright
Achuaria hirsuta,Gereau
Achyranthes arborescens,R.Br.
Achyranthes mangarevica,Suess.
Achyranthes marchionica,F.Br.
Acidocroton gentryi,Fern.Alonso & R.Jaram.
Acidocroton verrucosus,Urb.
Acidoton nicaraguensis,(Hemsl.) G.L.Webster
Acioa dolichopoda,(Prance) Sothers & Prance
Acioa edulis,Prance
Acioa guianensis,Aubl.
Acioa longipendula,(Pilg.) Sothers & Prance
Acioa schultesii,Maguire
Acioa somnolens,Maguire
Aciotis indecora,(Bonpl.) Triana
Ackama nubicola,de Lange
Ackama paniculosa,F.Muell.) Heslewood
Acmanthera cowanii,W.R.Anderson
Acmanthera duckei,W.R.Anderson
Acmanthera fernandesii,W.R.Anderson
Acmanthera latifolia,(Juss.) Griseb.
Acmanthera longifolia,Nied.
Acmanthera minima,W.R.Anderson
Acmanthera parviflora,W.R.Anderson
Acmopyle pancheri,(Brongn. & Gris) Pilg.
Acmopyle sahniana,Buchholz & N.E.Gray
Acnistus arborescens,(L.) Schltdl.
Acoelorrhaphe wrightii,(Griseb. & H.Wendl.) H.Wendl. ex Becc.
Acokanthera laevigata,Kupicha
Acokanthera oblongifolia,(Hochst.) Benth. & Hook.f. ex B.D.Jacks.
Acokanthera oppositifolia,(Lam.) Codd
Acokanthera rotundata,(Codd) Kupicha
Acokanthera schimperi,(A.DC.) Schweinf.
Acosmium cardenasii,H.S.Irwin & Arroyo
Acosmium diffusissimum,(Mohlenbr.) Yakovlev
Acosmium lentiscifolium,Schott
Acosmium steyermarkii,C.H.Stirt.
Acradenia euodiiformis,(F.Muell.) T.G.Hartley
Acradenia frankliniae,Kippist
Acridocarpus austrocaledonicus,Baill.
Acridocarpus excelsus,A.Juss.
Acridocarpus humbertii,Arènes
Acridocarpus katangensis,De Wild.
Acridocarpus macrocalyx,Engl.
Acridocarpus natalitius,A.Juss.
Acridocarpus plagiopterus,Guill. & Perr.
Acridocarpus socotranus,Oliv.
Acridocarpus spectabilis,(Nied.) Doorn-Hoekm.
Acritopappus buiquensis,Bautista & D.J.N.Hind
Acritopappus catolesensis,D.J.N.Hind & Bautista
Acritopappus confertus,(Gardner) R.M.King & H.Rob.
Acritopappus connatifolius,(Soar.Nunes) R.M.King & H.Rob.
Acritopappus harleyi,R.M.King & H.Rob.
Acritopappus heterolepis,(Baker) R.M.King & H.Rob.
Acritopappus irwinii,R.M.King & H.Rob.
Acritopappus pereirae,"Bautista, Ortiz & Rodr. Oubiña"
Acritopappus pintoi,Bautista & D.J.N.Hind      
Acritopappus prunifolius,R.M.King & H.Rob.
Acritopappus subtomentosus,R.M.King & H.Rob.
Acritopappus teixeirae,R.M.King & H.Rob.
Acrocarpus fraxinifolius,Wight & Arn.
Acrocomia aculeata,(Jacq.) Lodd. ex R.Keith
Acrocomia crispa,(Kunth) C.F.Baker ex Becc.
Acrocomia hassleri,(Barb.Rodr.) W.J.Hahn
Acrocomia intumescens,Drude
Acrocomia media,O.F.Cook
Acrocomia totai,Mart.
Acronychia aberrans,T.G.Hartley
Acronychia acidula,F.Muell.
Acronychia acronychioides,(F.Muell.) T.G.Hartley
Acronychia acuminata,T.G.Hartley
Acronychia baeuerlenii,T.G.Hartley
Acronychia carrii,T.G.Hartley
Acronychia cartilaginea,T.G.Hartley
Acronychia chooreechillum,(F.M.Bailey) C.T.White
Acronychia crassipetala,T.G.Hartley
Acronychia cuspidata,Lauterb.
Acronychia dimorphocalyx,T.G.Hartley
Acronychia emarginata,Lauterb.
Acronychia eungellensis,T.G.Hartley & B.Hyland
Acronychia foveata,T.G.Hartley
Acronychia glauca,T.G.Hartley
Acronychia goniocarpa,Merr. & L.M.Perry
Acronychia gurakorensis,T.G.Hartley
Acronychia imperforata,F.Muell.
Acronychia intermedia,T.G.Hartley
Acronychia kaindiensis,T.G.Hartley
Acronychia laevis,J.R.Forst. & G.Forst.
Acronychia ledermannii,Lauterb.
Acronychia littoralis,T.G.Hartley & J.Williams
Acronychia macrocalyx,T.G.Hartley
Acronychia montana,T.G.Hartley
Acronychia murina,Ridl.
Acronychia normanbiensis,T.G.Hartley
Acronychia oblongifolia,(A.Cunn. ex Hook.) Endl. ex Heynh.
Acronychia octandra,(F.Muell.) T.G.Hartley
Acronychia papuana,Gibbs
Acronychia parviflora,C.T.White
Acronychia pauciflora,C.T.White
Acronychia pedunculata,(L.) Miq.
Acronychia porteri,Hook.f.
Acronychia pubescens,(F.M.Bailey) C.T.White
Acronychia pullei,Lauterb.
Acronychia reticulata,Lauterb.
Acronychia richards-beehleri,Takeuchi
Acronychia rubescens,Lauterb.
Acronychia rugosa,T.G.Hartley
Acronychia schistacea,T.G.Hartley
Acronychia smithii,T.G.Hartley
Acronychia suberosa,C.T.White
Acronychia trifoliolata,Zoll. & Moritzi
Acronychia vestita,F.Muell.
Acronychia wabagensis,T.G.Hartley
Acronychia wilcoxiana,(F.Muell.) T.G.Hartley
Acronychia wisseliana,T.G.Hartley
Acropogon aoupiniensis,Morat
Acropogon austrocaledonicus,(Hook.) Morat
Acropogon bosseri,Morat & Chalopin
Acropogon bullatus,(Pancher & Sebert) Morat
Acropogon domatifer,Morat
Acropogon dzumacensis,(Guillaumin) Morat
Acropogon fatsioides,Schltr.
Acropogon francii,(Guillaumin) Morat
Acropogon grandiflorus,Morat & Chalopin
Acropogon jaffrei,Morat & Chalopin
Acropogon macrocarpus,Morat & Chalopin
Acropogon margaretae,Morat & Chalopin
Acropogon megaphyllus,(Bureau & Poiss. ex Guillaumin)
Acropogon merytifolius,Morat & Chalopin
Acropogon sageniifolia,Schltr.
Acropogon schefflerifolius,(Guillaumin) Morat
Acropogon schistophilus,Morat & Chalopin
Acropogon schumanniana,Schltr.
Acropogon veillonii,Morat
Acrosynanthus parvifolius,Britton ex Standl.
Acsmithia brongniartiana,(Schltr.) Hoogland
Acsmithia densiflora,(Brongn. & Gris.) Hoogland
Acsmithia elliptica,(Vieill. ex Pamp.) Hoogland
Acsmithia pedunculata,(Schltr.) Hoogland
Acsmithia pubescens,(Pamp.) Hoogland
Actephila championiae,P.I.Forst.
Actephila excelsa,(Dalzell) Müll.Arg.
Actephila flavescens,P.I.Forst.
Actephila lindleyi,(Steud.) Airy Shaw
Actephila merrilliana,Chun
Actephila ovalis,(Ridl.) Gage
Actephila petiolaris,Benth.
Actephila plicata,P.I.Forst.
Actephila sessilifolia,Benth.
Actephila subsessilis,Gagnep.
Actephila trichogyna,Airy Shaw
Actinocheita filicina,(DC.) F.A.Barkley
Actinodaphne acuminata,(Blume) Meisn.
Actinodaphne acutivena,(Hayata) Nakai
Actinodaphne akoensis,(Hayata) Tang S.Liu & J.C.Liao
Actinodaphne albifrons,Kosterm.
Actinodaphne amabilis,Kosterm.
Actinodaphne ambigua,Hook.f.
Actinodaphne andamanica,M.Gangop.
Actinodaphne archboldiana,C.K.Allen
Actinodaphne areolata,Blume
Actinodaphne bicolor,(Merr.) Merr.
Actinodaphne borneensis,Meisn.
Actinodaphne bourdillonii,Gamble
Actinodaphne bourneae,Gamble
Actinodaphne brassii,C.K.Allen
Actinodaphne caesia,Teschner
Actinodaphne campanulata,Hook.f.
Actinodaphne celebica,Miq.
Actinodaphne cinerea,Elmer
Actinodaphne cochinchinensis,Meisn.
Actinodaphne concinna,Ridl.
Actinodaphne concolor,Nees
Actinodaphne corymbosa,Blume
Actinodaphne crassa,Hand.-Mazz.
Actinodaphne cuneata,(Blume) Boerl.
Actinodaphne cupularis,(Hemsl.) Gamble
Actinodaphne cuspidata,Gamble
Actinodaphne diversifolia,Merr.
Actinodaphne dolichophylla,(Merr.) Merr.
Actinodaphne elegans,Thwaites
Actinodaphne ellipticibacca,Kosterm.
Actinodaphne engleriana,Teschner
Actinodaphne ferruginea,H.Liu
Actinodaphne forrestii,(C.K.Allen) Kosterm.
Actinodaphne fragilis,Gamble
Actinodaphne fuliginosa,Airy Shaw
Actinodaphne furfuracea,Blume
Actinodaphne glabra,Blume
Actinodaphne glauca,Nees
Actinodaphne glaucina,C.K.Allen
Actinodaphne glomerata,(Blume) Nees
Actinodaphne gracilis,Miq.
Actinodaphne gullavara,(Buch.-Ham. ex Nees) M.R.Almeida
Actinodaphne henryi,Gamble
Actinodaphne hirsuta,Blume
Actinodaphne hookeri,Meisn.
Actinodaphne hypoleucophylla,Hayata
Actinodaphne javanica,Miq.
Actinodaphne johorensis,Gamble
Actinodaphne kinabaluensis,Kosterm.
Actinodaphne koshepangii,Chun ex Hung T.Chang
Actinodaphne kostermansii,S.Julia
Actinodaphne kweichowensis,Y.C.Yang & P.H.Huang
Actinodaphne lanata,Meisn.
Actinodaphne lanceolata,Dalzell & A.Gibson
Actinodaphne latifolia,Teschner
Actinodaphne lawsonii,Gamble
Actinodaphne lecomtei,C.K.Allen
Actinodaphne ledermannii,Teschner
Actinodaphne leiantha,Hook.f.
Actinodaphne leiophylla,(Kurz) Hook. f.
Actinodaphne longipes,Kosterm.
Actinodaphne macgregorii,(Merr.) Kosterm.
Actinodaphne macrophylla,(Blume) Nees
Actinodaphne macroptera,Miq.
Actinodaphne madraspatana,Bedd. ex Hook.f.
Actinodaphne magniflora,C.K.Allen
Actinodaphne malaccensis,Hook.f.
Actinodaphne mansonii,M.Gangop.
Actinodaphne menghaiensis,J.Li
Actinodaphne microphylla,Elmer
Actinodaphne mollis,Blume
Actinodaphne molochina,Nees
Actinodaphne moluccana,Blume
Actinodaphne montana,Gamble
Actinodaphne multiflora,Benth.
Actinodaphne mushaensis,(Hayata) Hayata
Actinodaphne myriantha,Merr.
Actinodaphne nicobarica,M.Gangop.
Actinodaphne nitida,Teschner
Actinodaphne novoguineensis,Teschner
Actinodaphne obovata,(Nees) Blume
Actinodaphne obscurinervia,Y.C.Yang & P.H.Huang
Actinodaphne obtusa,Teschner
Actinodaphne omeiensis,(H.Liu) C.K.Allen
Actinodaphne paotingensis,Y.C.Yang & P.H.Huang
Actinodaphne pauciflora,Blume
Actinodaphne pedunculata,Meisn.
Actinodaphne percoriacea,S.Julia
Actinodaphne perglabra,Kosterm.
Actinodaphne perlucida,C.K.Allen
Actinodaphne philippinensis,Merr.
Actinodaphne pilosa,(Lour.) Merr.
Actinodaphne pisifera,Hook.f.
Actinodaphne procera,Nees
Actinodaphne pruinosa,Nees
Actinodaphne pubescens,Blume
Actinodaphne pulchra,Teschner
Actinodaphne quercina,Blume
Actinodaphne reticulata,Meisn.
Actinodaphne ridleyi,Gamble
Actinodaphne robusta,S.Julia
Actinodaphne rufescens,Blume
Actinodaphne rumphii,Blume
Actinodaphne salicina,Meisn.
Actinodaphne samarensis,(Merr.) Merr.
Actinodaphne sasakii,(Kamik.) Tang S.Liu & J.C.Liao
Actinodaphne scleroptera,Miq.
Actinodaphne semengohensis,S.Julia
Actinodaphne sesquipedalis,Hook.f. & Thomson ex Meisn.
Actinodaphne sessilifructa,C.J.Qi & K.W.Liu
Actinodaphne setchuenensis,(Gamble) C.K.Allen
Actinodaphne shendurunii,Robi & Udayan
Actinodaphne sikkimensis,Meisn.
Actinodaphne soepadmoi,S.Julia
Actinodaphne solomonensis,C.K.Allen
Actinodaphne spathulifolia,S.Julia
Actinodaphne speciosa,Nees
Actinodaphne sphaerocarpa,(Blume) Nees
Actinodaphne stenophylla,Thwaites
Actinodaphne sulcata,S.Julia
Actinodaphne tadulingamii,Gamble
Actinodaphne tayabensis,(Elmer) Merr.
Actinodaphne tomentosa,Teschner
Actinodaphne trichocarpa,C.K.Allen
Actinodaphne tsaii,Hu
Actinodaphne venosa,S.Julia
Actinodaphne wightiana,(Kuntze) Noltie
Actinokentia divaricata,(Brongn.) Dammer
Actinokentia huerlimannii,H.E.Moore
Actinorhytis calapparia,(Blume) H.Wendl. & Drude ex Scheff.
Actinostemon amazonicus,Pax & K.Hoffm.
Actinostemon caribaeus,Griseb.
Actinostemon concepcionis,(Chodat & Hassl.) Hochr.
Actinostemon concolor,(Spreng.) Müll.Arg.
Actinostemon echinatus,Müll.Arg.
Actinostemon glaziovii,Pax & K.Hoffm.
Actinostemon imbricatus,Müll.Arg.
Actinostemon klotzschii,(Didr.) Pax
Actinostemon leptopus,(Müll.Arg.) Pax
Actinostemon mandiocanus,(Müll.Arg.) Pax
Actinostemon schomburgkii,(Klotzsch) Hochr.
Actinostemon verticillatus,(Klotzsch) Baill.
Acunaeanthus tinifolius,(Griseb.) Borhidi
Adansonia digitata,L.
Adansonia fony,Baill.
Adansonia grandidieri,Baill.
Adansonia gregorii,F.Muell.
Adansonia madagascariensis,Baill.
Adansonia perrieri,Capuron
Adansonia suarezensis,H.Perrier
Adansonia za,Baill.
Adelia barbinervis,Cham. & Schltdl.
Adelia membranifolia,(Müll.Arg.) Chodat & Hassl.
Adelia oaxacana,(Müll.Arg.) Hemsl.
Adelia panamensis,Pax & K.Hoffm.
Adelia ricinella,L.
Adelia triloba,(Müll.Arg.) Hemsl.
Adelobotrys antioquiensis,Wurdack
Adelobotrys klugii,Wurdack
Adelobotrys macrantha,Gleason
Adelobotrys panamensis,Almeda        
Adenanthera abrosperma,F.Muell.
Adenanthera aglaosperma,Alston
Adenanthera borneensis,Brace ex Prain
Adenanthera forbesii,Gagnep.
Adenanthera intermedia,Merr.
Adenanthera kostermansii,I.C.Nielsen
Adenanthera malayana,Kosterm.
Adenanthera mantaroa,Villiers
Adenanthera marina,I.C.Nielsen
Adenanthera microsperma,Teijsm. & Binn.
Adenanthera novoguineensis,Baker f.
Adenanthera pavonina,L.
Adenanthos sericeus,Labill.
Adenaria floribunda,Kunth
Adenia karibaensis,W.J.de Wilde
Adenia pechuelii,(Engl.) Harms
Adenia spinosa,Burtt Davy
Adenium boehmianum,Schinz
Adenium multiflorum,Klotzsch
Adenium obesum,(Forssk.) Roem. & Schult.
Adenium socotranum,(Forssk.) Roem. & Schult.
Adenocalymma bracteosum,(DC.) L.G.Lohmann
Adenocalymma cladotrichum,(Sandwith) L.G.Lohmann
Adenocarpus mannii,(Hook.f.) Hook.f.
Adenodaphne spathulata,Kosterm.
Adenodaphne uniflora,(Guillaumin) Kosterm.
Adenolobus garipensis,(E.Mey.) Torre & Hillc.
Adenophaedra grandifolia,(Klotzsch) Müll.Arg.
Adenophaedra megalophylla,(Müll.Arg.) Müll.Arg.
Adenopodia oaxacana,M.Sousa
Adenopodia rotundifolia,(Harms) Brenan
Adenorandia kalbreyeri,(Hiern) Robbr. & Bridson
Adenostoma sparsifolium,Torr.
Adesmia resinosa,Phil.
Adesmia viscosa,Gillies ex Hook.
Adina cordifolia,(Roxb.) Brandis
Adina dissimilis,Craib
Adina eurhyncha,(Miq.) Å.Krüger & Löfstrand
Adina fagifolia,(Teijsm. & Binn. ex Havil.) Valeton ex Merr.
Adina malaccensis,(Ridsdale) Å.Krüger & Löfstrand
Adina metcalfii,Merr. ex H.L.Li
Adina multifolia,Havil.
Adina pilulifera,(Lam.) Franch. ex Drake
Adina pubicostata,Merr.
Adina trichotoma,(Zoll. & Moritzi) Benth. & Hook.f. ex B.D.Jacks.
Adinandra acuminata,Korth.
Adinandra acuta,Korth.
Adinandra angulata,Ridl.
Adinandra anisobasis,Kobuski
Adinandra annamensis,Gagnep. ex Kobuski
Adinandra apoensis,Elmer
Adinandra argentifolia,Sugau
Adinandra auriformis,L.K.Ling & S.X.Liang
Adinandra bicuspidata,Kobuski
Adinandra bockiana,E.Pritz. ex Diels
Adinandra borneensis,Kobuski
Adinandra brassii,Kobuski
Adinandra brefeldii,Koord.
Adinandra calciphila,Sugau
Adinandra caudata,Gagnep. ex Kobuski
Adinandra celebica,Koord.
Adinandra clemensiae,Kobuski
Adinandra coarctata,Craib
